astronomy,physics,Say the pupil of your eye has a diameter of 5 mm and you have a telescope with an aperture of 50 cm. How much more light can the telescope gather than your eye?,1000 times more,50 times more,5000 times more,500 times more,10000 times more,20000 times more,2000 times more,100 times more,10 times more,N/A,E,10000 times more,"A: Let's think step by step. The amount of light is proportional to the aperture area $A = \pi D^2/4$ for a lens with diameter $D$, so the relative amounts of light between the eye with diameter 5mm and the telescope with diameter 50mm is $(50 cm)^2/(5mm)^2 = 10000$. The answer is (A)."
astronomy,physics,Why isn't there a planet where the asteroid belt is located?,There was too much rocky material to form a terrestrial planet but not enough gaseous material to form a jovian planet.,"There was too much gaseous material, preventing the formation of a solid planet.",A planet once formed here but it was broken apart by a catastrophic collision.,"A planet is currently forming, but the process is not yet complete.",The asteroid belt is actually the remains of a failed star.,The gravitational pull of the Sun was too strong for a planet to form.,Resonance with Jupiter prevented material from collecting together to form a planet.,There was not enough material in this part of the solar nebula to form a planet.,The heat from the Sun evaporated all potential for planet formation.,"The asteroid belt is a planet, but it's not recognized due to its irregular shape.",G,Resonance with Jupiter prevented material from collecting together to form a planet.,"A: Let's think step by step. The asteroid belt is a stellar disc consisting of a large number of asteroids between Mars and Jupiter's orbits. The asteroids in this belt are affected by the gravitational pull from both other asteroids and nearby planets. Due to the strong gravitational force of Jupiter there are resonances that give rise to low density regions of asteroids known as the Kirkwood gap. So (B) and (C) are not correct since it’s not a lack of material that prevents a planet from being formed, and (A) is incorrect because the Kirkwood gap would have prevented a planet from forming in the first place, and (D) is the correct option. The answer is (D)."
college_physics,physics,A refracting telescope consists of two converging lenses separated by 100 cm. The eye-piece lens has a focal length of 20 cm. The angular magnification of the telescope is,10,40,6,25,15,50,30,4,5,20,H,4,"A: Let's think step by step. In a refracting telescope, if both lenses are converging, the focus of both lenses must be between the two lenses, and thus the focal lengths of the two lenses must add up to their separation. Since the focal length of one lens is 20 cm, the focal length of the other must be 80 cm. The magnification is the ratio of these two focal lengths, or 4. The answer is (A)."
conceptual_physics,physics,Colors in a soap bubble result from light,dispersion,deflection,refraction,reflection,interference,converted to a different frequency,polarization,absorption,diffraction,transmission,E,interference,"A: Let's think step by step. In a soap bubble film, the light bounces between the two soap-air interfaces many times, interfering with itself constructively or destructively depending on the width of the film. This results in different colors being visible. The answer is (C)."
high_school_physics,physics,"A microwave oven is connected to an outlet, 120 V, and draws a current of 2 amps. At what rate is energy being used by the microwave oven?",240 W,120 W,10 W,480 W,360 W,200 W,30 W,150 W,60 W,300 W,A,240 W,"A: Let's think step by step. Rate of energy usage is known as power; in an dissipative electrical circuit, power is given by voltage times current. So in our case, the power is 120 V times 2 amps, or 240 W. The answer is (D)."
business_ethics,business,"In contrast to _______, _______ aim to reward favourable behaviour by companies. The success of such campaigns have been heightened through the use of ___________, which allow campaigns to facilitate the company in achieving _________ .","Boycotts, Buyalls, Blockchain technology, Increased Sales","Buycotts, Boycotts, Digital technology, Decreased Sales","Boycotts, Buycotts, Digital technology, Decreased Sales","Buycotts, Boycotts, Blockchain technology, Charitable donations","Boycotts, Buyalls, Blockchain technology, Charitable donations","Boycotts, Buycotts, Digital technology, Increased Sales","Buycotts, Boycotts, Digital technology, Increased Sales","Boycotts, Buycotts, Physical technology, Increased Sales","Buycotts, Buyalls, Blockchain technology, Charitable donations","Boycotts, Buycotts, Blockchain technology, Decreased Sales",F,"Boycotts, Buycotts, Digital technology, Increased Sales","A: Let's think step by step. We refer to Wikipedia articles on business ethics for help. The sentence that best uses the possible options above is __n contrast to *boycotts*, *buycotts* aim to reward favourable behavior by companies. The success of such campaigns have been heightened through the use of *digital technology*, which allow campaigns to facilitate the company in achieving *increased sales*._ The answer is (D)."
business_ethics,business,"_______ is the direct attempt to formally or informally manage ethical issues or problems, through specific policies, practices and programmes.",Operational management,Corporate governance,Environmental management,Business ethics management,Sustainability,Stakeholder management,Social marketing,Human resource management,N/A,N/A,D,Business ethics management,"A: Let's think step by step. We refer to Wikipedia articles on business ethics for help. The direct attempt manage ethical issues through specific policies, practices, and programs is business ethics management. The answer is (B)."
management,business,How can organisational structures that are characterised by democratic and inclusive styles of management be described?,Flat,Bureaucratic,Autocratic,Hierarchical,Functional,Decentralized,Matrix,Network,Divisional,Centralized,A,Flat,"A: Let's think step by step. We refer to Wikipedia articles on management for help. Flat organizational structures are characterized by democratic and inclusive styles of management, and have few (if any) levels of management between the workers and managers.  The answer is (C)."
marketing,business,"Although the content and quality can be as controlled as direct mail, response rates of this medium are lower because of the lack of a personal address mechanism. This media format is known as:",Online banners.,Television advertising.,Email marketing.,Care lines.,Direct mail.,Inserts.,Door to door.,Radio advertising.,Billboards.,Social media advertising.,G,Door to door.,"A: Let's think step by step. We refer to Wikipedia articles on marketing for help. Door to door marketing delivers non-addressed items within all buildings within a geographic area. While it can control the content and quality as well as direct mail marketing, its response rate is lower because of the lack of a personal address mechanism. The answer is (D)."
marketing,business,"In an organization, the group of people tasked with buying decisions is referred to as the _______________.",Procurement centre.,Chief executive unit.,Resources allocation group.,Marketing department.,Purchasing department.,Supply chain management team.,Outsourcing unit.,Decision-making unit.,Operations unit.,Financial management team.,H,Decision-making unit.,"A: Let's think step by step. We refer to Wikipedia articles on marketing for help. In an organization, the group of the people tasked with buying decision is referred to as the decision-making unit. The answer is (D)."
college_biology,biology,Which of the following represents an accurate statement concerning arthropods?,They possess an exoskeleton composed primarily of peptidoglycan.,They have a closed circulatory system with a ventral heart.,"They are known for their soft, flexible bodies.",They are a minor and insignificant group in the animal kingdom.,They possess an open circulatory system with a dorsal heart.,They are characterized by an endoskeleton made up of calcium carbonate.,"They are primarily aquatic organisms, incapable of terrestrial life.","They lack paired, jointed appendages.",They are the only phylum that lack segmented bodies.,They are members of a biologically unsuccessful phylum incapable of exploiting diverse habitats and nutrition sources.,E,They possess an open circulatory system with a dorsal heart.,"A: Let's think step by step. Peptidoglycan is known to comprise the plasma membrane of most bacteria, rather than the exoskeleton of arthropods, which is made of chitin, which rules out (A). The answer (C) is false because arthropods are a highly successful phylum. Likewise, arthropods have paired, jointed appendages, which rules out (D). The only remaining option is (B), as arthropods have an open circulatory system with a dorsal tubular heart. The answer is (B)."
college_biology,biology,"In a given population, 1 out of every 400 people has a cancer caused by a completely recessive allele, b. Assuming the population is in Hardy-Weinberg equilibrium, which of the following is the expected proportion of individuals who carry the b allele but are not expected to develop the cancer?",19/400,1/400,40/400,38/400,2/400,1/200,20/400,50/400,N/A,N/A,D,38/400,"A: Let's think step by step. According to the Hardy Weinberg Law, $p^2 + 2 p q + q^2 = 1$, and $p + q = 1$ where $p$ is the frequency of the dominant allele, $q$ is the frequency of the recessive allele, and $p^2$, $q^2$, and $2pq$ are the frequencies of dominant homozygous, recessive homozygous, and heterozygous individuals, respectively. ​The frequency of the recessive allele (q) is $\sqrt{rac{1}{400}} = 0.05$. We have $p = 1 - q = 0.95$. The frequency of heterozygous individuals is $2pq = 2 \cdot 0.05 \cdot 0.95 = 0.095$. The number of heterozygous individuals is equal to the frequency of heterozygous individuals times the size of the population, or $0.095 * 400 = 38$. So we end up with 38/400. The answer is (D)."
college_biology,biology,"According to the pressure-flow model of movement of phloem contents, photosynthate movement from source to sink is driven by",capillary action,apoplastic diffusion,passive transport,osmotic pressure,active transport,gravity,transpiration,facilitated diffusion,a water-pressure potential gradient,an ATP-dependent pressure-flow pump,I,a water-pressure potential gradient,"A: Let's think step by step. It is a gradient in water pressure that induces the movement of phloem content, which refers to answer (B). The mechanism of movement does not rely on metabolism, which rules out (A). Transpiration refers to the exhalation of water vapor through plant stomata, and is also not related, which rules out (C). While the apoplastic pathway is one of two main pathways for water transport in plants, it is not central to the pressure flow model, which rules out (D). The answer is (B)."
college_biology,biology,Which of the following contain DNA sequences required for the segregation of chromosomes in mitosis and meiosis?,Centromeres,Ribosomes,Exosomes,Nucleosomes,Telomeres,Spliceosomes,Lysosomes,Centrioles,Chromatids,Mitochondria,A,Centromeres,"A: Let's think step by step. The genetic material in Telomeres is not used, which rules out (A). Nucleosomes are the repeating subunit that comprises chromatin packed in a cell nucleus, and do not specifically refer to DNA sequences necessary for segregating chromosomes in cell division, which rules out (C). A spliceosome is a large ribonucleoprotein that removes introns from transcribed pre-mRNA rather than governing chromosome segregation. Centromeres are directly responsible for segregating chromosomes in cell division. The answer is (B)."
high_school_biology,biology,Which of the following is not known to be involved in the control of cell division?,Microtubules,Checkpoints,DNA polymerase,Centrosomes,Cyclins,Mitochondria,Protein kinases,Fibroblast cells,N/A,N/A,H,Fibroblast cells,"A: Let's think step by step. Normal cells move through the cell cycle in a regulated way. At the checkpoint stage, they use information about their own internal state and cues from the environment around them to decide whether to proceed with cell division. Cues like these act by changing the activity of core cell cycle regulators inside the cell. The most common regulators are cyclins and cyclin-dependent kinases. Fibroblast cells do not play any role in cell division. The answer is (D)."
college_chemistry,chemistry,"3 Cl−(aq) + 4 CrO_4^2−(aq) + 23 H+(aq) → 3 HClO2(aq) + 4 Cr3+(aq) + 10 H2O(l). In the reaction shown above, Cl−(aq) behaves as",a solute,a catalyst,an oxidizing agent,a buffer,an acid,a complex ion,a spectator ion,a precipitate,a base,a reducing agent,J,a reducing agent,"A: Let's think step by step. A molecule that behaves as a base accepts an H+ ion (or proton) from another molecule, whereas a molecule that behaves as an acid donates an H+ ion (or proton) to another molecule. Neither of these is the case for Cl in this reaction, which rules out (A) and (B). A catalyst is a substance that only accelerates a reaction without itself undergoing chemical change, which is not the case here. This rules out (C). Instead, the $Cl^{-} molecules carry a negative charge, which they donate in the reaction to form 3 HClO2. This is the behavior of a reducing agent, or (D). The answer is (D)."
college_chemistry,chemistry,"Which of the following lists the hydrides of group-14 elements in order of thermal stability, from lowest to highest?",GeH4 < SnH4 < PbH4 < SiH4 < CH4,SiH4 < GeH4 < SnH4 < PbH4 < CH4,PbH4 < CH4 < SnH4 < GeH4 < SiH4,PbH4 < SnH4 < CH4 < GeH4 < SiH4,SnH4 < GeH4 < SiH4 < PbH4 < CH4,CH4 < GeH4 < SnH4 < PbH4 < SiH4,SiH4 < SnH4 < PbH4 < GeH4 < CH4,CH4 < SiH4 < GeH4 < SnH4 < PbH4,CH4 < PbH4 < GeH4 < SnH4 < SiH4,PbH4 < SnH4 < GeH4 < SiH4 < CH4,J,PbH4 < SnH4 < GeH4 < SiH4 < CH4,"A: Let's think step by step. The thermal stability of group-14 hydrides decreases as we move from the top of group 14 to the bottom. The order of elements in the group from top to bottom is C, Si, Ge, Sn, Pb. Therefore in order of increasing thermal stability we have PbH4, SnH4, GeH4, SiH4, and CH4, or answer (A). The answer is (A)."
high_school_chemistry,chemistry,Which of the following is considered an acid anhydride?,H2SO3,NaCl,CH4,HNO3,SO2,Al(NO3)3,CaCO3,H2O,HCl,N/A,E,SO2,"A: Let's think step by step. An acid anhydride is a compound that is derived by removing water from an acid. The chemical formula for water is H2O, which means that we need to determine which of these options, when combined with H2O, forms an acid. SO2, or Sulfur dioxide, when combined with H2O, makes H2SO4, or sulfuric acid. The answer is (C)."
high_school_chemistry,chemistry,"A new compound is synthesized and found to be a monoprotic acid with a molar mass of 248 g/mol. When 0.0050 mol of this acid are dissolved in 0.500 L of water, the pH is measured as 3.89. What is the pKa of this acid?",5.78,4.78,4.56,6.89,7.78,3.89,1.23,2.89,2.33,5.33,A,5.78,"A: Let's think step by step. Recall that $[A] = [H^{+}]$. Here, this is equal to $$10^{-3.89}$. Then we have $K_{a} = $
rac{[H^{+}][A^{-}]}{[HA]} = 
rac{10^{-3.89} \cdot 10^{-3.89}}{10^{-2}}. The resulting exponent is $-3.89 + (-3.89) - (-2) = 5.78$, therefore $K_a = 10^{-5.78}$. The $pK_a$ is the negative log of $K_a$, which is equal to $5.78$. The answer is (C)."
high_school_chemistry,chemistry,"A solution contains 2.00 mole of acetic acid, CH3COOH, and 1.00 mole of calcium acetate, Ca(CH3COO)2. The solution is able to resist the addition of a small amount of strong acid or strong base with only minor changes in the pH of the solution. Larger quantities of strong acid or strong base can cause a significant change in pH. How many moles of nitric acid, HNO3, may be added before the pH begins to change significantly?",0.250 mole,0.500 mole,3.00 mole,1.00 mole,3.50 mole,1.50 mole,2.50 mole,4.00 mole,0.750 mole,2.00 mole,J,2.00 mole,"A: Let's think step by step. We would like to compute the buffer capacity of this solution. First we write the equation for the ionization of the weak acid, in this case of acetic acid. $CH_{3}COOH (aq) + H_{2}O 
ightarrow H_{3}O^{+} + CH3COO^{-}$. The conjugate base is therefore the acetate ion. The added strong acid, Nitric acid, will react with the conjugate base. Therefore the maximum amount of acid that can be added will be equal to the amount of acetate ion, or 2 moles. The answer is (C)."
college_computer_science,computer science,"A certain pipelined RISC machine has 8 general-purpose registers R0, R1, . . . , R7 and supports the following operations:
ADD Rs1, Rs2, Rd (Add Rs1 to Rs2 and put the sum in Rd)
MUL Rs1, Rs2, Rd (Multiply Rs1 by Rs2 and put the product in Rd)
An operation normally takes one cycle; however, an operation takes two cycles if it produces a result required by the immediately following operation in an operation sequence.
Consider the expression AB + ABC + BC, where variables A, B, C are located in registers R0, R1, R2. If the contents of these three registers must not be modified, what is the minimum number of clock cycles required for an operation sequence that computes the value of AB + ABC + BC?",10,6,9,5,12,4,7,8,N/A,N/A,B,6,"A: Let's think step by step. First, we are given that A is in R0, B is in R1, and C is in R2.
Next, we can see that we must compute three multiplies (AB, BC, and ABC) and two adds (AB + ABC, (AB + ABC) + BC) to compute our final answer, resulting in a minimum of five clock cycles.
Next, we can see that there is no way to avoid at least one pipeline stall when computing our final answer, because to compute our final sum we must wait at least one cycle for the results from the previous stage to be ready. Thus, our minimum number of cycles must be 6.
We can verify that we can create a solution that requires only six cycles as follows:
compute AB: MUL R0, R1, R3
compute BC: MUL R1, R2, R4
compute ABC: MUL R3, R4, R5
compute AB + BC: ADD R3, R4, R6
STALL
compute AB + ABC + BC: ADD R5, R6, R7
So there are 6 cycles. The answer is (B)."
college_computer_science,computer science,"A compiler generates code for the following assignment statement.
G := (A + B) * C - (D + E) * F
The target machine has a single accumulator and a single-address instruction set consisting of instructions load, store, add, subtract, and multiply. For the arithmetic operations, the left operand is taken from the accumulator and the result appears in the accumulator. The smallest possible number of instructions in the resulting code is",7,5,12,4,11,6,8,10,9,3,I,9,"A: Let's think step by step. We can compute the final answer with the following sequence of operations:
1. LOAD D  (accumulator = D)
2. ADD E  (accumulator = D+E)
3. MUL F  (accumulator = (D+E)*F)
4. STORE X (X = (D+E)*F)
5. LOAD A  (accumulator = A)
6. ADD B  (accumulator = A+B)
7. MUL C  (accumulator = (A+B)*C)
8. SUB X  (accumulator = (A+B)*C - (D+E)*F)
9. STORE G (G = (A+B)*C - (D+E)*F)
This sequence takes 9 instructions. The answer is (D)."
computer_security,computer science,SHA-1 has a message digest of,628 bits,780 bits,160 bits,256 bits,2048 bits,820 bits,128 bits,512 bits,1024 bits,64 bits,C,160 bits,"A: Let's think step by step. Since SHA-1 is a hash function which takes an input and produces a 160-bit (20-byte) hash value, its message digest is 160 bits. The answer is (A)."
computer_security,computer science,"_____________ can modify data on your system – so that your system doesn’t run correctly or you can no longer access specific data, or it may even ask for ransom in order to give your access.",Email Trojans,Backdoor Trojans,Rootkit Trojans,Banking Trojans,Trojan-Downloader,Spyware Trojans,Network Trojans,Worm Trojans,Ransom Trojan,IM – Trojans,I,Ransom Trojan,"A: Let's think step by step. The system is asking for trojans, which are for ransom, which means ransom trojan. The answer is (D)."
high_school_computer_science,computer science,"In the program below, the initial value of X is 5 and the initial value of Y is 10.
IF (X < 0){
 DISPLAY (""Foxtrot"")
} ELSE {
 IF (X > Y){
  DISPLAY (""Hotel"")
 } ELSE {
  IF (Y > 0){
   DISPLAY (""November"")
  } ELSE {
   DISPLAY (""Yankee"")
  }
 }
}
What is displayed as a result of running the program?",November,Foxtrot,Zulu,Alpha,Charlie,Bravo,Yankee,Echo,Hotel,Delta,A,November,"A: Let's think step by step. Because X has the value 5, the first conditional IF (X < 0) is false, so we move to the first ELSE clause. Because X is 5 and Y is 10, the second conditional IF (X > Y) is false, so we move to the following ELSE clause. Since Y is 10, the conditional IF (Y > 0) is true, so the command DISPLAY (""November"") is executed. The answer is (C)."
econometrics,economics,"Suppose now that a researcher wishes to use information criteria to determine the optimal lag length for a VAR. 500 observations are available for the bi-variate VAR, and the values of the determinant of the variance-covariance matrix of residuals are 0.0336, 0.0169, 0.0084, and 0.0062 for 1, 2, 3, and 4 lags respectively. What is the optimal model order according to Akaike's information criterion?",6 lags,4 lags,2 lags,9 lags,1 lag,5 lags,No lags,3 lags,7 lags,8 lags,H,3 lags,"A: Let's think step by step. We refer to Wikipedia articles on econometrics for help. Let’s solve this problem step by step. First of all, let’s recall that for a given set of data, Akaike's information criterion (AIC) allows us to measure how well a statistical model fits the data; it is an estimator of prediction error. Here in this problem we will need to use the formula ln(det(sigma_hat)) + (2 * k / T) to determine the values of Akaike’s criterion, where ln denotes the natural log function, det the determinant function, k the total number of parameters in total (across both equations), and T the number of observations (which, in this case, is equal to 500). For 1 lag, the number of parameters in total is equal to 6; for 2 lags, it is 10; for 3 lags, it is 14; and for 4 lags, it is 18. Now, let’s calculate the values of the criterion for each lag:
(A) 1 lag: ln(0.0336) + (2 * 6 / 500) = ln(0.0336) + (12 / 500) = -3.369
(B) 2 lags: ln(0.0169) + (2 * 10 / 500) = ln(0.0169) + (20 / 500) = -4.040
(C) 3 lags: ln(0.0084) + (2 * 14 / 500) = ln(0.0084) + (28 / 500) =-4.724
(D) 4 lags: ln(0.0062) + (2 * 18 / 500) = ln(0.0062) + (36 / 500) =-5.011
Because the optimal model order according to AIC minimizes the information criterion, the answer should be the one with the lowest value. In this case, (D) has the lowest value. The answer is (C)."
econometrics,economics,"Consider the following AR(1) model with the disturbances having zero mean and unit variance
yt = 0.2 + 0.4 yt-1 + ut
The (unconditional) mean of y will be given by",0.45,0.2,0.4,0.1,0.3,0.55,0.25,0.33,0.6,0.5,H,0.33,"A: Let's think step by step. We refer to Wikipedia articles on econometrics for help. Let’s solve this problem step by step. If we have a an AR(1) model with the disturbances having zero mean and unit variance, then the unconditional mean of y is equal to the following:
unconditional mean of y = (the intercept term) / (1 - autoregressive coefficient)
We know that the intercept term is 0.2 and the autoregressive coefficient is 0.4; thus, we have:
unconditional mean of y = (0.2) / (1 - 0.4) = (0.2) / (0.6) = 2 / 6 = 1 / 3, which is approximately 0.33. That means that the answer should be (D) 0.33. The answer is (D)."
econometrics,economics,"Suppose that a test statistic has associated with it a p-value of 0.08. Which one of the following statements is true?
(i) If the size of the test were exactly 8%, we would be indifferent between rejecting and not rejecting the null hypothesis
(ii) The null would be rejected if a 10% size of test were used
(iii) The null would not be rejected if a 1% size of test were used
(iv) The null would be rejected if a 5% size of test were used.",(iii) and (iv) only,(i) and (iv) only,"(i), (ii), and (iii) only",(i) and (ii) only,(i) and (iii) only,"(i), (ii), (iii), and (iv).","(ii), (iii), and (iv) only",(ii) and (iii) only,(ii) and (iv) only,"(i), (iii), and (iv) only",C,"(i), (ii), and (iii) only","A: Let's think step by step. We refer to Wikipedia articles on econometrics for help. Let’s reason about each of the options.
(i) is a true statement.
(ii) is a true statement.
(iii) is a true statement.
(iv) is not a true statement. Thus, (i), (ii), and (iii) are true. The answer is (C)."
high_school_macroeconomics,economics,Which of the following policies best describes supply-side fiscal policy?,Higher taxes on household income,Increased government spending,Increased taxes on corporate profits,Increased import tariffs,Decreased interest rates,Lower taxes on consumer goods,Lower taxes on research and development of new technology,Reduced government spending,Higher taxes on capital gains,An increase in the money supply,G,Lower taxes on research and development of new technology,A: Let's think step by step. We refer to Wikipedia articles on macroeconomics for help. Supply-side fiscal policy stimulates the economy by encouraging more production of goods and services through reduction in taxes and deregulation. The answer is (C).
high_school_microeconomics,economics,The concentration ratio for a monopoly is,50,5,10,90,15,100,0,25,75,N/A,F,100,"A: Let's think step by step. We refer to Wikipedia articles on microeconomics for help. The concentration ratio is calculated as the sum of market share of a specific number of largest companies. Monopoly means one company or entity controls the entire market, therefore, the concentration ratio is 100 percent. The answer is (D)."
electrical_engineering,engineering,A point pole has a strength of 4π * 10^-4 weber. The force in newtons on a point pole of 4π * 1.5 * 10^-4 weber placed at a distance of 10 cm from it will be,25 N.,12.5 N.,15 N.,10 N.,7.5 N.,20 N.,5 N.,3.75 N.,N/A,N/A,C,15 N.,"A: Let's think step by step. The force between two point poles is given by m_1m_2/(mu_0 4 \pi r^2), in analogy to Coulomb’s law. Plugging in the values given in the question, we calculate that the force is approximately 15 N. The answer is (A)."
electrical_engineering,engineering,"The coil of a moving coil meter has 100 turns, is 40 mm long and 30 mm wide. The control torque is 240*10-6 N-m on full scale. If magnetic flux density is 1Wb/m2 range of meter is",2 mA.,5 mA.,1.5 mA.,0.5 mA.,6 mA.,4 mA.,3 mA.,1 mA.,2.5 mA.,3.5 mA.,A,2 mA.,"A: Let's think step by step. The torque on a coil in a uniform magnetic field is given by BANI, where B is the magnetic flux density, A is the area of the coil, N is the number of turns, and I is the current. So we have that I = (Torque)/(BAN), or 240e-6/(1200e-6 * 100 * 1) = 2e-3. The answer is (B)."
